Value/K,Name,IsCustomer,IsVendor,C_BP_Group_ID[Value],Description
F020977,ESTFELLER SRL,Y,N,Standard,ITA
F020978,UNINDUSTRIA SERVIZI & FORMAZIONE SCARL,Y,N,Standard,ITA
F021031,PSION ITALIA  SRL,Y,N,Standard,ITA
F021073,BIANCHINI MASSIMO,Y,N,Standard,ITA
F021116,NUOVA TECNICA TRASPORTI SU SCALE SAS,Y,N,Standard,ITA
F021134,OESSE SRL,Y,N,Standard,ITA
F021140,S.A.C.O.M. SNC,Y,N,Standard,ITA
F021141,ELBO CONTROLLI SRL,Y,N,Standard,ITA
F021157,C.G.M CIGIEMME SPA,Y,N,Standard,ITA
F021180,BRESIN LIVIO - GEOMETRA,Y,N,Standard,ITA
F021183,"CASAGRANDE USA, INC.",Y,N,Standard,USA
F021196,CASSA DI RISPARMIO DEL FVG SPA,Y,N,Standard,ITA
F021219,DIANA GROUP SRL,Y,N,Standard,ITA
F021251,BCM CARPENTERIA METALLICA,Y,N,Standard,ITA
F021260,MACH2 BARCODE SOLUTIONS SRL,Y,N,Standard,ITA
F021265,ULRICO HOEPLI S.P.A.,Y,N,Standard,ITA
F021287,T.S.A. SRL,Y,N,Standard,ITA
F021312,AMBIENTE SERVIZI SPA,Y,N,Standard,ITA
F021329,SANTANNA S.R.L.,Y,N,Standard,ITA
F021351,STUDIO ASSOC.DORIS COMAND DANIELA MARINI,Y,N,Standard,ITA
F021361,TORRESI SILVIA,Y,N,Standard,ITA
F021374,HD ENGINEERING LTD.,Y,N,Standard,HKG
F021430,NORD FLUID S.P.A.,Y,N,Standard,ITA
F021458,BY ERREBI DI BORGHESE RENATO,Y,N,Standard,ITA
F021461,FAMIC TECHNOLOGIES INC.,Y,N,Standard,CAN
F021476,LOGOS ITALIA SRL,Y,N,Standard,ITA
F021493,WINKEL S.R.L.,Y,N,Standard,ITA
F021511,CORBO MAURO - INGEGNERE,Y,N,Standard,ITA
F021583,DETECO SRL,Y,N,Standard,ITA
F021598,UNIDECO S.A.,Y,N,Standard,ECU
F021618,PEPPERL+FUCHS FA ITALIA SRL,Y,N,Standard,ITA
F021671,STUDIO CAVALLINO & ASSOCIATI,Y,N,Standard,ITA
F021682,AUTOLAVAGGIO COLAUTTI SNC,Y,N,Standard,ITA
F000000,Fornitore Generico,Y,N,Standard,
F010013,ATOS S.P.A.,Y,N,Standard,ITA
F010060,CASA DEL CUSCINETTO SRL - SOCIETA  UNIPERSONALE,Y,N,Standard,ITA
F010061,LA CASA DELLE RUOTE S.R.L,Y,N,Standard,ITA
F010134,SCHAEFFLER ITALIA SRL,Y,N,Standard,ITA
F010141,GENERALUTENSILI S.R.L.,Y,N,Standard,ITA
F010218,BEVILACQUA GIORGIO,Y,N,Standard,ITA
F010256,PROMATEC SPA,Y,N,Standard,ITA
F010271,ROSSI SPA,Y,N,Standard,ITA
F010332,REDAELLI TECNA SPA - DIVISIONE TECI,Y,N,Standard,ITA
F010356,VISUAL STUDIO S.N.C.,Y,N,Standard,ITA
F010372,COZZARIN G. S.R.L.,Y,N,Standard,ITA
F010464,PFEIFER CIFAST SAS DI PFEIFER PARTECIPAZIONI S.R.L,Y,N,Standard,ITA
F010486,SINA S.P.A.,Y,N,Standard,ITA
F010519,BULLONERIA FRIULANA S.R.L.,Y,N,Standard,ITA
F010547,MANFE  ELVIO S.A.S.,Y,N,Standard,ITA
F010617,BOSCH REXROTH S.P.A.,Y,N,Standard,ITA
F010928,VAN LEEUWEN ITALIA SPA,Y,N,Standard,ITA
F021704,TOP SERVICE SRL,Y,N,Standard,ITA
F021706,F.P. TRASMISSIONI SRL,Y,N,Standard,ITA
F021708,SACE SPA,Y,N,Standard,ITA
F021714,ARTI GRAFICHE CONEGLIANO S.R.L.,Y,N,Standard,ITA
F021737,BEIJING RAIL STAR MACHINERY CO.,Y,N,Standard,CHN
F021780,OSTERIA BORGO RONCHE DI MIRKO NAIBO,Y,N,Standard,ITA
F021798,BAUMER ITALIA SRL,Y,N,Standard,ITA
F021800,HOTEL RESIDENCE SOLE di B&B RESIDENCE SRL,Y,N,Standard,ITA
F021845,AUTOMHA SPA,Y,N,Standard,ITA
F021865,KENDELL SRL,Y,N,Standard,ITA
F021868,ESSEGRAFICA SRL,Y,N,Standard,ITA
F021887,MIGUEL HERRERA PARRA,Y,N,Standard,VEN
F021941,CONTARINI LEOPOLDO SRL,Y,N,Standard,ITA
F021944,POLIMER PLAST SRL,Y,N,Standard,ITA
F021946,SONY EUROPE (BELGIUM) N.V.,Y,N,Standard,NLD
F021953,UPS SCS (ITALY) SRL,Y,N,Standard,ITA
F021964,ELLE EMME SRL,Y,N,Standard,ITA
F021966,WARRANT HUB SPA,Y,N,Standard,ITA
F021977,A.T.O.S. S.R.L.,Y,N,Standard,ITA
F022016,UNIFRET VIDALE INTERNATIONAL SRL,Y,N,Standard,ITA
F022023,DO FORNI SRL,Y,N,Standard,ITA
F022035,AUTORICAMBI PORDENONESE SNC,Y,N,Standard,ITA
F022043,ESI ITALIA SRL,Y,N,Standard,ITA
F022048,UNIVERSALD SRL,Y,N,Standard,ITA
F022049,DA LIO S.P.A.,Y,N,Standard,ITA
F022066,SME SPA,Y,N,Standard,ITA
F022091,BALDANFORGE S.R.L.,Y,N,Standard,ITA
F022112,WINGFAN LTD & CO. KG,Y,N,Standard,DEU
F022126,CAMBIELLI EDILFRIULI S.P.A.,Y,N,Standard,ITA
F022137,FRIDLE GROUP SRL,Y,N,Standard,ITA
F022182,BEANTECH SRL,Y,N,Standard,ITA
F022198,PHYLOS SRL,Y,N,Standard,ITA
F022204,CALLIMAN GIUSEPPE SRL,Y,N,Standard,ITA
F022226,PARKER HANNIFIN ITALY SRL,Y,N,Standard,ITA
F022233,BIANCHET SRL,Y,N,Standard,ITA
F022245,FRIULGRU SRL,Y,N,Standard,ITA
F022251,BSP INTERNATIONAL FOUNDATIONS LTD.,Y,N,Standard,GBR
F022288,GEM DI BALASSO GIORDANO,Y,N,Standard,ITA
F022296,IL SOLE 24 ORE SPA,Y,N,Standard,ITA
F022304,OFFICINA DEL CARRELLO SRL,Y,N,Standard,ITA
F022336,HOTEL CROWNE PLAZA,Y,N,Standard,FRA
F022347,SYNTHESI SRL,Y,N,Standard,ITA
F022352,CASAGRANDE (INDIA) PILING & GEOTECHNICAL EQUIPMENT,Y,N,Standard,IND
F022366,ASTER LOGISTICS SRL,Y,N,Standard,ITA
F022367,COMOTTO STEFANO SRL,Y,N,Standard,ITA
F022374,ATHENA PARTHENOS S.R.L.,Y,N,Standard,ITA
F022386,MEWA S.R.L.,Y,N,Standard,ITA
F022401,AVIS BUDGET AUTOVERNIETUNG AG,Y,N,Standard,CHE
F022414,THL FOUNDATION  EQUIPMENT PTE LTD,Y,N,Standard,SGP
F022422,PAMEC SRL,Y,N,Standard,ITA
F022429,FIPROKIM S.R.L.,Y,N,Standard,ITA
F022437,KARYER TICARET LTD. STI.,Y,N,Standard,TUR
F022452,CANON ITALIA SPA,Y,N,Standard,ITA
F022470,TEKHNINT SA,Y,N,Standard,CHE
F022476,B.H.MAYER S IDENTISYSIGN GMBH,Y,N,Standard,DEU
F022478,ZARAMELLA STEFANO,Y,N,Standard,ITA
F022514,ANTICIMEX SRL,Y,N,Standard,ITA
F022520,STUDIO FONZAR & PARTNERS SRL,Y,N,Standard,ITA
F022534,PHYSIO-CONTROL ITALY SALES SRL,Y,N,Standard,ITA
F022565,CSA SPA,Y,N,Standard,ITA
F022579,KDM DARIUSZ MAZUR,Y,N,Standard,POL
F022590,PEMECA S.R.O.,Y,N,Standard,CZE
F022604,BENTAL SOIL DRILLING EQUIPMENT LTD,Y,N,Standard,ISR
F022645,NARDI ING. ANTONIO S.r.l.- Bulroc Italia,Y,N,Standard,ITA
F022689,IC INTRACOM ITALIA SPA,Y,N,Standard,ITA
F022693,VITALE FRANCESCO AUTOTRASPORTI,Y,N,Standard,ITA
F022705,DP PELLETTERIE DI DEL TEDESCO CLAUDIO,Y,N,Standard,ITA
F022713,NADELLA S.R.L.,Y,N,Standard,ITA
F022716,CEMENTATION SKANSKA LTD,Y,N,Standard,GBR
F022739,MANAGERS & PARTNERS - ACTUARIAL SERVICES SPA,Y,N,Standard,ITA
F022788,EASY EXPRESS SRL UNIPERSONALE,Y,N,Standard,ITA
F022833,M.M. SRL,Y,N,Standard,ITA
F022840,BULLONERIE GALVIT SRL,Y,N,Standard,ITA
F022846,LINDE HYDRAULICS ITALIA SPA,Y,N,Standard,ITA
F022864,ARIEL GABAY FOUNDATION LTD.,Y,N,Standard,ISR
F022866,S.I.A.T. SPA,Y,N,Standard,ITA
F022869,AMAZON EU S.R.L.- SUCCURSALE ITALIANA,Y,N,Standard,ITA
F022871,VICENZI MARIO & C. SNC,Y,N,Standard,ITA
F022878,STUCCHI SPA,Y,N,Standard,ITA
F022900,WELSCH COMPUTERSCHRIFTEN GMBH,Y,N,Standard,DEU
F022902,ITAL WOOD SRL,Y,N,Standard,ITA
F022914,VILLANI SRL TRASPORTI E SCAVI,Y,N,Standard,ITA
F023455,SERVIZI E GESTIONE ITALIA SRL,Y,N,Standard,ITA
F023457,WURTH ELEKTRONIK ICS & CO. KG,Y,N,Standard,DEU
F023470,CAMPANILE PARIS OVEST - CHAVILLE,Y,N,Standard,FRA
F023473,GOLDAIR CARGO S.A.,Y,N,Standard,GRC
F023475,SABA ITALIA SPA,Y,N,Standard,ITA
F023477,VIOL ATTILIO SRL,Y,N,Standard,ITA
F023483,"ESCOM CO., LTD.",Y,N,Standard,CHN
F023484,MG SRL,Y,N,Standard,ITA
F023485,VERDELLI INTERNATIONAL SRL,Y,N,Standard,ITA
F023493,FOPPIANI SHIPPING & LOGISTICS S.R.L.,Y,N,Standard,ITA
F023495,TIEFFE GROUP SRL,Y,N,Standard,ITA
F023497,SECURITALY SRL,Y,N,Standard,ITA
F023503,VENNER S.A.,Y,N,Standard,ARG
F023504,LAS FLORES S.R.L.,Y,N,Standard,ITA
F023510,HOTEL CITTA  DI CONEGLIANO AGLIENTU VACANZE SRL,Y,N,Standard,ITA
F023517,ROME ELECTRONICS SRL,Y,N,Standard,ITA
F023522,PICCHI SNC,Y,N,Standard,ITA
F023523,GIMACH CP SRL,Y,N,Standard,ITA
F023534,CHONGQING SHI ZHUO RUI KE JI YOU XIAN GONG SI,Y,N,Standard,ITA
F023535,J&S FASTENERS & FIXINGS LTD,Y,N,Standard,GBR
F023544,COMMERCIO PETROLI SRL,Y,N,Standard,ITA
F023545,SVELT SPA,Y,N,Standard,ITA
F023552,TECNOUTENSILI CAPARARO SRL,Y,N,Standard,ITA
F023553,ROGIAR TRIVELLAZIONI SPECIALI S.R.L.,Y,N,Standard,ITA
F023565,M.M. SRL,Y,N,Standard,ITA
F023573,GMC ENGINEERING COMPANY LIMITED,Y,N,Standard,THA
F023574,EUROEST TRAVEL SRL,Y,N,Standard,ITA
F023584,STEVENA SRL,Y,N,Standard,ITA
F023593,GEOSTROJ D.O.O.,Y,N,Standard,SVN
F023594,DEMA PUBBICITA  S.A.S. di Mazzer Nello & C.,Y,N,Standard,ITA
F023606,ESSEFFE SRL,Y,N,Standard,ITA
F023607,KAR-TECH INC.,Y,N,Standard,USA
F023613,WUXI CITY HEGUANG NEW ENERGY TECH. CO. LTD,Y,N,Standard,CHN
F023621,DJI EUROPE B.V.,Y,N,Standard,NLD
F023626,DEL SIGNORE IVAN,Y,N,Standard,ITA
F023630,TENDA TECHNOLOGY ITALIA SRLD,Y,N,Standard,ITA
F023637,COSTELLI SRL,Y,N,Standard,ITA
F023639,VITALE  SRL,Y,N,Standard,ITA
F023640,TONIOLO MIRCO,Y,N,Standard,ITA
F023646,I TUOI DIRITTI SRL,Y,N,Standard,ITA
F023647,"AMAZON EU S.A.R.L., UK BRANCH",Y,N,Standard,GBR
F023649,LA PERIPHERALS LTD,Y,N,Standard,GBR
F023651,SICURITALIA SPA,Y,N,Standard,ITA
F023660,DECATHLON ITALIA SRL,Y,N,Standard,ITA
F023665,ALESSANDRA CARGO SRL,Y,N,Standard,ITA
F023676,HONG KONG UGREEN LIMITED,Y,N,Standard,ITA
F023687,CENTRO DI MEDICINA SPA,Y,N,Standard,ITA
F023689,JOBCOM SRL,Y,N,Standard,ITA
F023696,ASTRADIS ELEKTRONIK GMGB,Y,N,Standard,DEU
F023704,YANCHENGSHIYINTONGSHUICHANPINYANGZHIYOUXIANGONGSI,Y,N,Standard,FRA
F023709,OBIETTIVO SALUTE SRL,Y,N,Standard,ITA
F023715,BIANCHI GEOM.NICOLA,Y,N,Standard,ITA
F023721,FA.EL. SRL,Y,N,Standard,ITA
F023724,STEFANI & POLETTI SRL,Y,N,Standard,ITA
F023729,BENACCHIO FILIPPO SRL,Y,N,Standard,ITA
F023733,MILS ENGINEERING SRL,Y,N,Standard,ITA
F023736,GIROL SRL,Y,N,Standard,ITA
F023738,TWL SYSTEMS SRL,Y,N,Standard,ITA
F023743,F.LLI CRISTOFOLI SRL,Y,N,Standard,ITA
F023746,AUTOLAVAGGIO PIAZZA SRL SEMPLIF.,Y,N,Standard,ITA
F023748,DKV EURO SERVICE GMBH + CO KG,Y,N,Standard,CZE
F023751,STUDIO LEGALE PERANI POZZI ASSOCIATI,Y,N,Standard,ITA
F023754,DKV EURO SERVICE GMBH + CO KG,Y,N,Standard,LUX
F023757,VERICERT SRL,Y,N,Standard,ITA
F023759,SECURLAB SRL,Y,N,Standard,ITA
F023766,SHEN ZHEN HAI GE TE LI KE JI YOU XIAN GONG SI,Y,N,Standard,CHN
F023774,ONE EXPRESS ITALIA SPA,Y,N,Standard,ITA
F023779,ITALSABI S.R.L.,Y,N,Standard,ITA
F023783,ZHU HAI DONG LING MAO YI YOU XIAN GONG SI,Y,N,Standard,CHN
F023788,ETICHETTE SHOP SRL,Y,N,Standard,ITA
F023789,SANTULLI ALESSIO,Y,N,Standard,ITA
F023794,ORSA MAGGIORE INTERNATIONAL SRL,Y,N,Standard,ITA
F023799,DANA SAC SOUTH AFRICA (PTY) LTD,Y,N,Standard,ZAF
F023802,DIGITAL RIVER GMBH,Y,N,Standard,DEU
F023803,SIR MECCANICA SPA,Y,N,Standard,ITA
F023804,SOLSIDER SRL,Y,N,Standard,ITA
F023808,ALMEC S.PA.,Y,N,Standard,ITA
F023809,GOLF WINE HOTEL SRL,Y,N,Standard,ITA
F023810,CIMENTACIONES MEXICANAS S.A. DE C.V.,Y,N,Standard,MEX
F023821,ANTONINI S.R.L.,Y,N,Standard,ITA
F023822,POWER GROUP S.R.L.,Y,N,Standard,ITA
F023823,SHIP CONTROL,Y,N,Standard,ITA
F023828,MR. BOLT SAS - HYTORC Service Italia,Y,N,Standard,ITA
F023834,GIANFRANCO SAVANI SRL,Y,N,Standard,ITA
F023836,BADIN PAOLO,Y,N,Standard,ITA
F023839,DKV EURO SERVICE GMBH + CO KG,Y,N,Standard,HRV
F023844,MONCLICK SRL,Y,N,Standard,ITA
F023849,ALL SERVICE SRL,Y,N,Standard,ITA
F023851,F.LLI GIACOMELLO SRL,Y,N,Standard,ITA
F023853,MECGI,Y,N,Standard,ITA
F023858,E DISTRIBUZIONE SPA,Y,N,Standard,ITA
F023860,DIESEL MOTOR NORDIC AB,Y,N,Standard,SWE
F023865,SOLETANCHE BACHY FRANCE,Y,N,Standard,FRA
F023866,AGM STORE S.R.L.,Y,N,Standard,ITA
F023872,OSTERIA DEL MORINO S.R.L.,Y,N,Standard,ITA
F023873,REEVO SRL,Y,N,Standard,ITA
F023878,BERTINI FABIO,Y,N,Standard,ITA
F023882,PORTO4 SRL,Y,N,Standard,ITA
F023884,PLANET INTERNATIONAL SRL,Y,N,Standard,ITA
F023889,PERISSINOTTI SNC ANNA P.,Y,N,Standard,ITA
F023892,MARRAFFA SRL,Y,N,Standard,ITA
F023893,BILLA VALENTINA,Y,N,Standard,ITA
F023898,PARADYSE SRL,Y,N,Standard,ITA
F023899,MEGA ITALIA MEDIA SPA,Y,N,Standard,ITA
F023903,LAZZARO AVV.PAOLO,Y,N,Standard,ITA
F100014,MATECH MASTER OF TECHNOLOGY,Y,N,Standard,TUN
F510279,OLEODINAMICA COMMERCIALE VICENTINA SRL,Y,N,Standard,---
F513132,SERENISSIMA GOMME S.R.L,Y,N,Standard,---
F515349,ZOLLERN GMBH & CO. KG.,Y,N,Standard,---
F517996,THYSSENKRUPP GFT TIEFBAUTECHNIK,Y,N,Standard,---
F518450,LENZE ITALIA SRL,Y,N,Standard,---
F520406,TEREX OPERATIONS ITALY SRL,Y,N,Standard,---
F022918,REICHELT ELEKTRONIK GMBH & CO. KG,Y,N,Standard,DEU
F022925,ASIAN LOGISTICS AGENCIES SRL,Y,N,Standard,ITA
F022927,TOTAL SERVICE ENGINEERING SRL,Y,N,Standard,ITA
F022934,DEMACC SRL,Y,N,Standard,ITA
F022936,FRANK JAMES ARNOTT,Y,N,Standard,ARG
F022938,FONDAZIONE OPERA SACRA FAMIGLIA,Y,N,Standard,ITA
F022957,TECNIMETAL INTERNATIONLA s.r.l,Y,N,Standard,ITA
F022961,PROJ.SYSTEM SNC DI PERISSINOTTI & C.,Y,N,Standard,ITA
F022970,TYRI SWEDEN AB,Y,N,Standard,SWE
F022981,RAFAL OTTO,Y,N,Standard,DEU
F022983,GIEFFE PROGETTI DI GAVA PER. IND. FIORENZO,Y,N,Standard,ITA
F022984,OSTERIA AL DUOMO DI DE CONTO PAOLA,Y,N,Standard,ITA
F022995,PICOTTO SERVICE S.R.L.,Y,N,Standard,ITA
F023000,PEAK-SYSTEM TECHNIK GMBH,Y,N,Standard,DEU
F023005,BU POWER SYSTEM ITALIA S.R.L.,Y,N,Standard,ITA
F023013,CRIBIS D & B SRL,Y,N,Standard,ITA
F023017,ITALPOL GROUP SPA,Y,N,Standard,ITA
F023019,ROBINTUR SPA,Y,N,Standard,ITA
F023025,SPICAM SRL,Y,N,Standard,ITA
F023030,BIO-CIRCLE ITALIA SRL,Y,N,Standard,ITA
F023038,GHB GROUND ENGINEERING AG,Y,N,Standard,CHE
F023040,INASSET SRL,Y,N,Standard,ITA
F023054,CODOGNOTTO ITALIA SPA CON SOCIO UNICO,Y,N,Standard,ITA
F023063,CAR SERVER SPA,Y,N,Standard,ITA
F023068,ATI COMPRESSORI SRL,Y,N,Standard,ITA
F023075,P.M.G. SRL,Y,N,Standard,ITA
F023088,SINCROMIA SRL,Y,N,Standard,ITA
F023102,GESTORE DEI SERV. ENERGETICI GSE SPA,Y,N,Standard,ITA
F023107,A.A. WILL EQUIPMENT CORP.,Y,N,Standard,USA
F023114,IMO ANTRIEBSEIHEIT GMBH . AND CO KG,Y,N,Standard,DEU
F023118,PERFECT MEETING GMBH,Y,N,Standard,DEU
F023129,HEIDENHAIN ITALIANA SRL,Y,N,Standard,ITA
F023132,Italtractor ITM SpA,Y,N,Standard,ITA
F023142,GENIE CIVIL ENVIRONNEMENTAL SUARL,Y,N,Standard,SEN
F023155,TELEPASS SPA,Y,N,Standard,ITA
F023166,INCISORIA PORDENONESE DI GASPARINI VERONICA,Y,N,Standard,ITA
F023168,"PULLIN, FOWLER FLANAGAN, BROWN & POE PLLC",Y,N,Standard,USA
F022749,RM SRL,Y,N,Standard,ITA
F022761,MILEXIA ITALIA SPA,Y,N,Standard,ITA
F022770,TUV ITALIA SRL,Y,N,Standard,ITA
F022772,GERMANETTI SRL,Y,N,Standard,ITA
F022784,GMT SPA,Y,N,Standard,ITA
F022793,META SRL,Y,N,Standard,ITA
F022798,HOTEL VILLA OTTOBONI - GETURHOTELS SRL,Y,N,Standard,ITA
F022800,FONDERIE G.M. BOUHYER S.A.S.,Y,N,Standard,FRA
F022818,SAFE SRL,Y,N,Standard,ITA
F022824,ESSETI SERVICE SAS,Y,N,Standard,ITA
F022826,DIWAR SRL,Y,N,Standard,ITA
F022831,PARK HOTEL ANNIA AIRONE SRL,Y,N,Standard,ITA
F022844,BARBIERI S.R.L. NASTRI TRASPORTATORI,Y,N,Standard,ITA
F022862,TRANS KONG 1 S.R.L. A SOCIO UNICO,Y,N,Standard,ITA
F022868,TELONI FIASCARIS SRL,Y,N,Standard,ITA
F022881,CI.ERRE.A. SAS DI MANUELE & C.,Y,N,Standard,ITA
F022894,AFCONS OVERSEAS PROJECT GABON SARL,Y,N,Standard,GAB
F022907,LATTONERIE TREVISAN SRL,Y,N,Standard,ITA
F022919,PECIN GIAN CARLO,Y,N,Standard,ITA
F022923,SP EXPRESS SRL,Y,N,Standard,ITA
F022941,NORDIC SRL,Y,N,Standard,ITA
F022949,DOBARCA S.R.L.,Y,N,Standard,ITA
F022963,DIGICERT INC.,Y,N,Standard,USA
F022968,THE LEGEND S.A.L. (OFF-SHORE) COMPANY,Y,N,Standard,LBN
F022969,BACKSTAGE SRL,Y,N,Standard,ITA
F022991,GROSSOSHOP.NET,Y,N,Standard,CHN
F023002,HIDROMEC S.R.L.,Y,N,Standard,ITA
F023004,METECH SRL,Y,N,Standard,ITA
F023022,SPRINGBOK SRL,Y,N,Standard,ITA
F023027,"J-YOUNG TECHNOLOGICAL SERVICE CO., LTD.",Y,N,Standard,KOR
F023060,ETICHETTESHOP SAS DI CASIRAGHI MARCO &C.,Y,N,Standard,ITA
F023074,BENACCHIO FILIPPO,Y,N,Standard,ITA
F023105,NBI BEARINGS EUROPE SA,Y,N,Standard,ESP
F023109,JAM SOFTWARE GMBH,Y,N,Standard,DEU
F023120,MONTE DEI PASCHI DI SIENA SPA,Y,N,Standard,ITA
F023133,RISTORANTE ALLA CATINA DI PALUMBO & C.,Y,N,Standard,ITA
F023137,S.C. EAST SERVICE SEBES SRL,Y,N,Standard,ROM
F023139,ENI GAS E LUCE SPA,Y,N,Standard,ITA
F023143,ETRE S.R.L. A SOCIO UNICO,Y,N,Standard,ITA
F023145,TIANJIN JARLESS INTERNATIONAL TRADE CO. LTD,Y,N,Standard,CHN
F023147,BIASOTTO GIANCARLO PIASTRELLISTA,Y,N,Standard,ITA
F023149,ALPHA FOCUS (M) SDN. BHD.,Y,N,Standard,MYS
F023150,PUNTO EXPRESS SRL,Y,N,Standard,ITA
F023151,DELTA TECH S.R.L.,Y,N,Standard,ITA
F023162,HARDWARE SOLUTIONS SRL,Y,N,Standard,ITA
F023170,AEROPORTO G. MARCONI DI BOLOGNA SPA,Y,N,Standard,ITA
F023175,CIESSE PROGETTAZIONI S.R.L.,Y,N,Standard,ITA
F023179,BAND OF RESCUE di Carlini Marco,Y,N,Standard,ITA
F023180,LOGICAL SECURITY SRL,Y,N,Standard,ITA
F023181,TRANSBRIG AG,Y,N,Standard,CHE
F023185,METAENERGIA SPA,Y,N,Standard,ITA
F023189,MA.LA. DI RINO MARIN & C.SAS,Y,N,Standard,ITA
F023190,DALFAP SRL,Y,N,Standard,ITA
F023191,AIF - ASSOCIAZIONE IMPRESE FONDAZIONI,Y,N,Standard,ITA
F023195,VIDATA SRL,Y,N,Standard,ITA
F023199,HOSTARIA VIA CAPRERA E C. SAS,Y,N,Standard,ITA
F023204,OLLO STORE SNC DI FASCE FRANCESCA & C.,Y,N,Standard,ITA
F023210,EXPOSTROY SERVICE,Y,N,Standard,RUS
F023212,MOUNT ITALIA SAS DI TORIELLO ANTONIO & C.,Y,N,Standard,ITA
F023217,LIVENZA TAGLIAMENTO ACQUE SPA,Y,N,Standard,ITA
F023218,"ITIS ""LEONARDO DA VINCI""",Y,N,Standard,ITA
F023224,OSTARIA AL DIAVOLO E L ACQUASANTA,Y,N,Standard,ITA
F023233,BIDORINI MARIALAURA,Y,N,Standard,ITA
F023239,WOHLGEMUTH + TEAM GMBH,Y,N,Standard,DEU
F002586,TECNIWELL S.R.L.,Y,N,Standard,ITA
F002887,"MECANIZACION Y MINERIA, SA",Y,N,Standard,ESP
F010067,AEGI COMPONENTI OLEODINAMICI SRL,Y,N,Standard,ITA
F010090,DELLA VALENTINA PIERO & C,Y,N,Standard,ITA
F010128,F.L.A.G.  S.R.L. - FUSIONE LAVORAZ. ACCIAI GHISA,Y,N,Standard,ITA
F010236,BOSCH REXROTH OIL CONTROL S.P.A.,Y,N,Standard,ITA
F010281,SAI S.P.A.,Y,N,Standard,ITA
F010310,GABRIELLI SPA UNIPERSONALE,Y,N,Standard,ITA
F010336,TECNOSALDATURA S.R.L.,Y,N,Standard,ITA
F010350,WALTER ITALIA SRL,Y,N,Standard,ITA
F010387,GOMIERO NATALE & FIGLI S.,Y,N,Standard,ITA
F010703,SONEPAR ITALIA  SPA,Y,N,Standard,ITA
F011064,DHL EXPRESS (ITALY) SRL,Y,N,Standard,ITA
F021705,SIVER SRL,Y,N,Standard,ITA
F021744,N.B.C. ELETTRONICA GROUP SRL,Y,N,Standard,ITA
F021752,IMOCOM S.A.S.,Y,N,Standard,COL
F021786,CRANE ENGINEERING S.R.L.,Y,N,Standard,ITA
F021795,CENTRO LUBRIFICANTI DI BORSATO SILVANO,Y,N,Standard,ITA
F021834,LE CONTRADE SRL,Y,N,Standard,ITA
F021837,KARTON SPA,Y,N,Standard,ITA
F021863,INTESA SANPAOLO SPA,Y,N,Standard,ITA
F021904,BONFIGLIOLI RIDUTTORI S.P.A.,Y,N,Standard,ITA
F021947,CRAVINORD DI FRATIN FLAVIO,Y,N,Standard,ITA
F021978,REGINA CATENE CALIBRATE S.P.A.,Y,N,Standard,ITA
F021999,E.C.O. ITALIA S.R.L.,Y,N,Standard,ITA
F022006,G.F. AUTOTAPPEZZERIA DI GASPARDO FABIO,Y,N,Standard,ITA
F022037,FLUID S.R.L.,Y,N,Standard,ITA
F022084,KAISER+KRAFT,Y,N,Standard,ITA
F022102,MARCO SPA,Y,N,Standard,ITA
F022123,FONDAZIONI TECNOLOGICHE S.R.L.  Socio Unico,Y,N,Standard,ITA
F022159,CGM CIGIEMME SPA,Y,N,Standard,ITA
F022176,AREA SCIENCE PARK,Y,N,Standard,ITA
F022180,WATER ENERGY SRL,Y,N,Standard,ITA
F022259,CIYATEK,Y,N,Standard,LKA
F022270,NORD GROUP S.P.A.,Y,N,Standard,ITA
F022275,TLM DI ANDREANI ANTONIO SRL,Y,N,Standard,ITA
F022278,OMEGA CONSULTING GROUP SRL,Y,N,Standard,ITA
F022332,AZIENDA AGR.CASAGRANDE BRUNO DI DANIELE CASAGRANDE,Y,N,Standard,ITA
F022344,GLUMPTAIN HOLDING LIMITED,Y,N,Standard,CYP
F022365,AVIS BUDGET ITALIA SPA,Y,N,Standard,ITA
F022399,AGENZIA DELLE DOGANE,Y,N,Standard,ITA
F022411,BATTISTELLA FIORERIA SRL,Y,N,Standard,ITA
F022419,SALDOPLAST S.R.L.,Y,N,Standard,ITA
F022447,M.A.I.R.R. SRL,Y,N,Standard,ITA
F022453,ARTONI TRASPORTI SPA,Y,N,Standard,ITA
F022468,OPERE PER IL SOTTOSUOLO S.R.L.,Y,N,Standard,ITA
F022511,SPRINGS GROUP SRL UNIPERSONALE,Y,N,Standard,ITA
F022518,ARIENTI AUTOGRU SRL,Y,N,Standard,ITA
F022522,BERARDI BULLONERIE S.R.L.,Y,N,Standard,ITA
F023482,GRAFICHE FG SRL,Y,N,Standard,ITA
F023486,INDUSTRIEVERTRETUNGEN NEUBAUER,Y,N,Standard,DEU
F023489,PIRAMIDE CONSULTING SRL,Y,N,Standard,ITA
F023499,IMO GMBH & CO KG,Y,N,Standard,DEU
F023500,SG di Michelazzo Luca & C. S.a.s.,Y,N,Standard,ITA
F023501,N D TECHNOLOGY LTD,Y,N,Standard,GBR
F023513,FABIO STORES SRLS,Y,N,Standard,ITA
F023514,SFDM SAS,Y,N,Standard,FRA
F023520,VILLAGE RENT SRL,Y,N,Standard,ITA
F023527,FOUNDATION EQUIPMENT SUPPORT LTD,Y,N,Standard,GBR
