Value/K,Name,Description,SKU,IsActive,IsSummary,M_Product_Category_ID[Value],C_TaxCategory_ID[Name],C_UOM_ID[Name],ProductType,R_MailText_ID[Name],Weight,Volume,IsOwnBox,M_FreightCategory_ID[Value],IsDropShip,IsStocked,M_Locator_ID,IsManufactured,IsPhantom,ShelfWidth,IsKanban,IsSelfService
3304001002,CP2 CHIUDIPORTA A SLITTA NERO S/FERMO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
3304001003,CP2 CHIUDIPORTA A SLITTA BIANCO S/FERMO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
3304001001,CP2 CHIUDIPORTA A SLITTA ARGENTO S/FERMO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR006,CORREDO IDR.UNI 70,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ZB4BZ101,CORPO CONTATTI IND,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ZB4BZ102,CORPO CONTATTI INC,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ZB4BZ105,CORPO CONTATTI 1NO+1NC,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CORNICE,CORNICE UNI45 PER SAFE CRASH,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CORD2,CORDINO TIPO GUIDATO EN353-2,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CORD4,CORDINO LONGE EN795,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CORD1,CORDINO LONGE EN354,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CORD3,CORDINO LONGE EN353-2,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI09,CORDINO LONGE EN 358,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI13,CORDINO LONGE EN 355,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI20,CORDINO LONGE EN 354 - EN358,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI06,CORDINO LONGE EN 354,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CORD,CORDINO CON ASSORBITORE EN354-EN355,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6259EM,CORDINO +ASSORBITORE+MOSCHETT EN355,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6249EM,CORDINO  ME86 CON ASSORBITORE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6250EM,CORDINO  ME82 CON ASSORBITORE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
210706351,COPPIA SCROCCHI LATERALI CISA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
210706361,COPPIA SCROCCHI  ALTO/BA C/CAVO CISA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
07088.03,COPPIA ASTE INTERNE AVVITATE CON PUNTALE,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6204EM,COPERTA ANTIFIAMMA,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
SITAC,CONTROLLO,,,Y,N,ZZZ,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LC1D18B7,CONTATTORE 18A 24VAC 50/6,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ZBE102,CONTATTO NC PER SELETTORE A CHIAVE (3),,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ZB4BZ103,CONTATTI NO PER SELETTORE A CHIAVE (2),,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
549558,CONTATTI LOVATO  BFX1011 PER TELERUTTORE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
50000014,CONNETTORE X ELETTROVALVOLA RETT.FORMA B,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI24,CONNETTORE EN795-EN353-1,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI23,CONNETTORE EN362-EN12275,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI05,CONNETTORE EN362,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI25,CONNETTORE EN353-2/EN 358/ EN 12841 A/B,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
3105173001,CONFEZIONE CARTER SLASH ALU,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2401001001,CONFEZIONE BOCCOLA PER PAVIMENTO NYLON,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
3105091001,CONFEZIONE BOCCOLA PER PAVIMENTO ACCIAIO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4212013001,CONFEZIONE 20 GRANI DI BLOCCAGGIO REI,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4212011001,CONF. 10 PISTE SCORRIMENTO PER CERNIERA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
NF9500NEW,COMPOSIT NEW CIL. OVALE NERO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ELP00790E,COMBINATORE TEL GSM 4 IN BIL II LIV IMQ,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
A0666ZG,COLLO CIGNO UNI70 UX1 SARAC ATUNI70,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
A0665ZG,COLLO CIGNO UNI70 USX1 ATTUNI70 810H,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
A0669ZG,COLLO CIGNO UNI45 H750 TIPO FILETT,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7280000115,"COLLARE PERFECT M8/M10 2VITI 84-90 3""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7280000114,"COLLARE PERFECT M8/M10 2VITI 73-77 2""1/2",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7280000113,"COLLARE PERFECT M8/M10 2VITI 60,5-65 2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7280000110,"COLLARE PERFECT M8/M10 2VITI 33,5-38 1""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7280000109,"COLLARE PERFECT M8/M10 2VITI 27-32 3/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7280000108,"COLLARE PERFECT M8/M10 2VITI 21-25 1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7280000107,"COLLARE PERFECT M8/M10 2VITI 18-20 3/8""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7280000273,"COLLARE PERFECT M8/M10 2VITI 109-114 4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7280000112,"COLLARE PERF.M8/M10 2VITI 48,5-53 1""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7280000111,"COLLARE PERF.M8/M10 2VITI 42,5-46 1""1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7L90020,CLIMBING LIN VITA LIFE LINE SKT 20Meter,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7H144BC,CLIMBING IMBRACO 2P WORK TEC S-M EN361,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7H144DE,CLIMBING IMBRACO 2P WORK TEC L-XL EN361,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7W919180,"CLIMBING CORD ANTICADUTA FLEX ABS 1,8 S",,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2C46400 XTB,CLIMBING CONNETTORE  SILVER TWIST-LOCK,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
41020103,CIUDIPORTA TS91 SOLO CORPO ELOX,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
231KH3,CIRCEO TRIPLICE SCROCCHI + BARRA VERDE,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
WAIST TEC,CINTURA ERGONOMICA PER WORK TEC 140,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LOM ED0024405160-S,CINGHIA/BELT,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
85812732,CINGHIA ALTERNATORE POLY-V,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
60000056,"CIM 74  FIL. OBLIQ. PN20 ATT.FIL. 2""1/2",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
820940509,CILINDRO SAG. DA 90 F5 ISEO 35/10/45,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8209454594,CILINDRO ISEO 40/10/40 NICHELATO F5,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
TS71,CHIUDIPORTA TS71 EN3/4 ARG. C/BRACCIO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
109542,CHIUDIPORTA TS 4000V S/BRACCIO NERO OP.,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
102789,CHIUDIPORTA TS 4000V S/BRACCIO ARGENTO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
119568,CHIUDIPORTA TS 2000 V S/BRACCIO NERO OP.,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
103388,CHIUDIPORTA TS 2000 V S/BRACCIO BIANCO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
103386,CHIUDIPORTA TS 2000 V S/BRACCIO ARGENTO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0533EM,CHIUDIPORTA PER PORTA REI SENZA ARRESTO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
102791,CHIUDIPORTA  TS4000V S/BRACCIO BIANCO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1501,CHIAVE DI MANOVRA PENTAGONALE,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CERN.BAS,CERNIERA PER EFC,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
508031723,CENTRALE SEGNALAZIONE INCENDIO A 8  ZONE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
G100R24,CENTRALE RIV. GAS A MICROPROCESSORE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1X-F8-10,CENTRALE RILEVAZ.INCENDI 8 ZONE CARRIER,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CENTR01,CENTRALE DI COMANDO,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ELP00425V,CD25P COMBINATORE TELEF PSTN 2 CONT.PLAS,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CBC.2/GR,CBC.2/GR MORSETTO PASSANTE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CAVO.ACC,CAVO IN ACCIAO PER PORTE E PORTONI,,,Y,N,PORT,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
CCC08120A,"CAVO FROR16 2X1 CCA 3G1,5 450/750V",,,Y,N,IMP,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
B81C03075B,"CAVO FROR 3X0,75 CCA-S3,D0, A3",,,Y,N,IMP,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
"FG16OR16C 7G1,5CM","CAVO FG16OR16 7G 1X1,5 6 COND DOPPIO ISO",,,Y,N,IMP,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
FG16OR16CM,"CAVO FG16OR16 2X2,5 DOPPIO ISOLAMENTO",,,Y,N,IMP,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
CAVO 1,CAVO ANTINCENDIO ROSSO 2X1,,,Y,N,IMP,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
B30C06022,"CAVO ALLARME 6X0,22 CPR",,,Y,N,IMP,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
FFC03,CATENA,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CASS.PS,CASSETTA PRONTO SOCCORSO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
5600/NS,CASSETTA P.S.METAL  A-B ALL1 >3 NO SFIGM,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
5600 DIG,CASSETTA P.S. METAL A-B ALL 1+SFIGMOMAN,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
5600,CASSETTA P.S. METAL  A-B ALL 1  BASE >3,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PRES5,CASSETTA P.S.,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
5500,CASSETTA P.S METAL C ALL 2 BASE NO SFIGM,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
170000103,CASSETTA IDR. MURO EST/INT ROSSA ART.2H,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6125GH,CASS.NASPO TUBO 25Meter+LANCIA,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6120GH,CASS.NASPO TUBO 20Meter+LANCIA,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
170000267,CASS.NASPO 20Meter PORT/SAFE BOCC+LANCIA,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1586MF8CE,CASS.NASPO 20Meter PORT.PIENO BOCC+LANCIA,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7003GH,CASS.GRUPPO ATTACC AUTOPOMPA 80X50X40,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7003,CASS.GRUPPO ATTACC AUTOPOMPA 60X45X40,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CORR70P,CASS. UNI 70 CON CORREDO 20Meter+PENTA,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
5220ALGH,CASS. UNI 70 CON CORREDO 20Meter,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CORR70,CASS. UNI 70 CON CORREDO 20Meter,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
X3820ALGH,CASS. UNI 70  INOX CON CORREDO 20Meter,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8011GH,CASS. PORTAEST. 9-12 KG TEXAS C/SIGILLO,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
U8000GH,CASS. PORTAEST. 6 KG UTHA RAL3000,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
U8004GH,CASS. PORTAEST. 6 KG UTHA INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8013GH,CASS. PORTAEST. 6 KG TEXAS DOPPIA,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8010GH,CASS. PORTAEST. 6 KG TEXAS C/SIGILLO,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1669EM,CASS. PORTAEST. 5/9/12 KG POIPROPILENE,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8005GH,CASS. PORTAEST. 5-9-12 KG UTAH INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8006GH,CASS. PORTAEST. 5 KG CO2 UTHA INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8012GH,CASS. PORTAEST. 5 KG CO2 TEXAS C/SIGILL0,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8016GH,CASS. PORTAEST. 5 KG CO2 TEXAS C/CHIAVE,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8015GH,CASS. PORTAEST.  9-12 KG TEXAS C/CHIAVE,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8014GH,CASS. PORTAEST.  6 KG TEXAS C/CHIAVE,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4011GH,CASS. IDR.SOTTOSUOLO 50X100X20 ROSSA,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
UX3070GH,CASS. IDR. UNI70 UTHA INOX+OBLO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
U3070GH,CASS. IDR. UNI70 UTHA,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4070GH,CASS. IDR. UNI70  TEXAS C/SIGILLO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
UNI45VAP,CASS. IDR. UNI45 VAPORUSA PORTELLO PIENO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
3045GH,CASS. IDR. UNI45 UTAH INOX,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
-3045GH,CASS. IDR. UNI45 UTAH + OBLO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4003GH,CASS. IDR. UNI45 TEXAS MULTI,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4002GH,CASS. IDR. UNI45 TEXAS INTERNO C/SIGILLO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CA4000GH,CASS. IDR. UNI45 TEXAS C/SIGILLO CAMBIO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4000GH,CASS. IDR. UNI45 TEXAS C/SIGILLO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
UNI45GH,CASS. IDR. UNI45 NEVADA C/SIGILLO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
UNI45BOCC,CASS. IDR. UNI45 BOCCIOLONE C/SAFE,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4352.036BOC,CASS. IDR. UNI45  PORT.POLICARB BOCCIOL,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4072GH,CASS. IDR. UNI 70 TEXAS CORR.MULTI+OBLO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
TEC-ZSP/IP,CASRTUCCIA DI RICAMBIO SE237PM-PG-PI-PB,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
WHE00024-204,CASCO ZEN.EN397 EN 50365+ VISIERA EN166,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
WHE00008+VIS,CASCO PLASMA AQ-EN397 + VISIERA,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
WHE00008,CASCO PLASMA AQ-EN397,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6033EN 6192EN,CASCO PICCHIO+VIS EN433 13688  397 166,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6033EM,CASCO PICCHIO ROSSO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI10,CASCO INDUSTR. EN50365,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI04,CASCO INDUSTR. EN397,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
TEC-ZSEC1,CARTUCCIA DI RICAMBIO SE137/7TS220,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
06198.17,CARTER TOUCH BAR TAGLIAFUOCO NERO CISA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
NF9821,CARTER LUNGO NERO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
CART.PIANT,CARTELLO IN PVC PER PIANTANA,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BIFP6,CARTELLO BIFACCIALE 50X35 ESTINTORE P6,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BIFCO2,CARTELLO BIFACCIALE 50X35 ESTINTORE CO2,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
GEN50X35,CARTELLO ALLUMINIO 50X35,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
GEN30X20,CARTELLO ALLUMINIO 30X20,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
GEN18X12,CARTELLO ALLUMINIO 18X12,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
02401010 50X35,CARTELLO ALL 50X35 LANCIA IDRANTE N,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2405810,CARTELLO ALL 50X35 COLONN SOPRASUOLO,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BIF-GEN,CARTELLO ALL 50X35 BIFACCIALE,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
E002IT80,CARTELLO ALL 30X20 USCIT EMERG F GIU,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0240 10 10,CARTELLO ALL 30X20 LANCIA IDRANTE N,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
F0010020,CARTELLO ALL 30X20 ESTINTORE N.,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BIF-GENERICO,CARTELLO ALL 30X20 BIFACCIALE,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2451000,CARTELLO ALL 30X20 BIFACC LANCIA IDRANTE,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2455810,CARTELLO ALL 30X20 BIFACC IDRAN SOPR,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
BIF-F0014520,CARTELLO ALL 30X20 BIFACC ESTINTORE N.,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2451033,CARTELLO ALL 30X20 BIFACC CORREDO IDRANT,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ADES/US,CARTELLO ADESIVO PER U.S.,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
GEN50X35NEON,CARTELLO ADESIVO 50X35,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
F0094500,CARTELL BIFACCIAL 50X35 AL CARRELLAT 50P,,,Y,N,CART,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
